seller_id,seller_city,seller_state,total_orders,total_revenue,avg_review_score,avg_delivery_days,cancellation_rate,on_time_rate,cluster,grade,segment
2b1a40c1daabc6ca280c4b815c101841,divinopolis,MG,23,14636.0,3.63,13.4,5.71,91.43,0,D,At Risk
d05ae8f7a5bd1d2a690a44cd079e4e27,rio de janeiro,RJ,78,14598.0,3.79,10.8,1.23,90.12,2,B,Stable
f08a5b9dd6767129688d001acafc21e5,porto alegre,RS,11,14563.0,3.44,18.8,0.0,77.78,2,B,Stable
cab85505710c7cb9b720bceb52b01cee,sao paulo,SP,206,14465.0,4.29,9.7,0.0,95.26,3,A,Premium
240b9776d844d37535668549a396af32,niteroi,RJ,36,14457.0,4.28,11.0,0.0,91.67,2,B,Stable
610f72e407cdd7caaa2f8167b0163fd8,sao paulo,SP,16,14430.0,3.71,12.0,0.0,88.24,2,B,Stable
0be8ff43f22e456b4e0371b2245e4d01,sao paulo,SP,161,14399.0,3.89,9.9,1.67,91.11,3,A,Premium
34d1ca11b242c0fee2c834ae8d788566,congonhas,MG,40,14399.0,4.3,12.6,0.0,100.0,2,B,Stable
95e03ca3d4146e4011985981aeb959b9,rio de janeiro,RJ,175,14380.0,3.99,11.9,0.0,95.38,3,A,Premium
8d956fec2e4337affcb520f56fd8cbfd,sao bernardo do campo,SP,211,14368.0,4.19,8.8,0.44,89.52,3,A,Premium
d6b1ce66b035a475f00c017792ff9769,salto,SP,92,14321.0,4.17,9.7,0.0,92.59,3,A,Premium
99eaacc9e6046db1c82b163c5f84869f,franca,SP,66,14279.0,3.9,14.5,1.43,85.71,2,B,Stable
80e6699fe29150b372a0c8a1ebf7dcc8,pinhais,PR,98,14160.0,4.29,11.0,0.0,94.0,3,A,Premium
ad97a199236354e53fcd91a5a913e9a2,brusque,SC,17,14078.0,4.5,14.8,0.0,83.33,2,B,Stable
ff063b022a9a0aab91bad2c9088760b7,santo andre,SP,94,14067.0,4.28,8.9,0.0,96.88,3,A,Premium
e24fc9fcd865784fb25705606fe3dfe7,braganca paulista,SP,52,13968.0,4.2,12.2,0.0,91.07,2,B,Stable
7202e2ba20579a9bd1acb29e61fe71f6,franca,SP,53,13919.0,3.83,12.8,0.0,90.91,2,B,Stable
5a8e7d5003a1f221f9e1d6e411de7c23,campinas,SP,139,13877.0,4.17,10.0,0.55,92.82,3,A,Premium
b372ee768ed69e46ca8cdbd267aa7a38,sao jose do rio preto,SP,63,13866.0,4.4,12.0,0.0,100.0,3,A,Premium
8cc6a0e5738e61a87b03c78b2ba9db4b,andradas,MG,24,13841.0,4.15,16.1,0.0,84.62,2,B,Stable
6cd68b3ed6d59aaa9fece558ad360c0a,belo horizonte,MG,149,13741.0,4.45,10.0,0.0,98.09,3,A,Premium
adbc26658d6c7b4b6219f9d934598091,curitiba,PR,88,13688.0,4.05,16.8,0.0,84.78,2,B,Stable
c66dccfb3f109511246da627dd5a2498,registro,SP,45,13686.0,4.49,10.9,0.0,93.33,3,A,Premium
c8b0e2b0a7095e5d8219575d5e7e1181,itaquaquecetuba,SP,84,13661.0,4.05,9.7,0.0,92.94,3,A,Premium
c60b801f2d52c7f7f91de00870882a75,guarulhos,SP,41,13654.0,3.32,15.5,0.0,75.61,2,B,Stable
056b4ada5bbc2c50cc7842547dda6b51,queimados,RJ,65,13637.0,4.12,12.3,0.0,87.88,2,B,Stable
6e386f64c84e482f0b9abf960797ee1b,sao paulo,SP,30,13566.0,4.61,9.9,0.0,86.67,2,B,Stable
70c27847eca8195c983ed7e798c56743,rio de janeiro,RJ,77,13539.0,4.2,10.4,0.0,90.82,3,A,Premium
1d8dbc4f32378d715c717c1c1fc57bae,arapongas,PR,92,13437.0,3.9,15.1,0.0,89.8,3,A,Premium
25e6ffe976bd75618accfe16cefcbd0d,sao paulo,SP,108,13407.0,4.38,9.4,0.85,93.16,3,A,Premium
23d7c96d4a1160db1c726b248601b25a,capivari,SP,53,13378.0,3.81,13.0,5.36,82.14,0,D,At Risk
ed4acab38528488b65a9a9c603ff024a,sao paulo,SP,32,13371.0,3.73,8.7,0.0,95.0,2,B,Stable
09f952a5f58d2285b0372551ae8f9b01,sao bernardo do campo,SP,50,13347.0,3.88,12.7,0.0,94.64,2,B,Stable
c510bc1718f0f2961eaa42a23330681a,indaiatuba,SP,13,13211.0,4.0,6.6,0.0,92.31,2,B,Stable
ca3bd7cd9f149df75950150d010fe4a2,sao paulo,SP,71,13184.0,3.72,13.3,0.72,95.65,3,A,Premium
54965bbe3e4f07ae045b90b0b8541f52,foz do iguacu,PR,78,13172.0,2.94,26.2,0.0,63.95,0,D,At Risk
dd2bdf855a9172734fbc3744021ae9b9,belo horizonte,MG,108,13149.0,3.8,14.7,1.75,92.11,3,A,Premium
d1b65fc7debc3361ea86b5f14c68d2e2,mogi guacu,SP,40,13146.0,4.56,8.6,2.44,92.68,2,B,Stable
8b8cfc8305aa441e4239358c9f6f2485,londrina,PR,15,13108.0,4.2,12.1,0.0,86.67,2,B,Stable
82e0a475a88cc9595229d8029273f045,sao paulo,SP,42,13107.0,3.32,14.7,1.18,92.94,3,A,Premium
562fc2f2c2863ab7e79a9e4388a58a14,campinas,SP,260,13096.0,4.24,10.8,0.74,94.81,3,A,Premium
1da3aeb70d7989d1e6d9b0e887f97c23,sao paulo,SP,265,13088.0,4.07,7.9,0.3,93.94,3,A,Premium
5058e8c1e82653974541e83690655b4a,itaquaquecetuba,SP,63,13082.0,3.08,25.9,0.0,85.9,2,B,Stable
ce27a3cc3c8cc1ea79d11e561e9bebb6,sao paulo,SP,135,13078.0,3.87,9.7,0.0,89.7,3,A,Premium
4830e40640734fc1c52cd21127c341d4,sao paulo,SP,210,13043.0,4.1,9.5,1.36,90.5,3,A,Premium
f262cbc1c910c83959f849465454ddd3,sao paulo,SP,192,13004.0,4.09,8.5,0.48,88.94,3,A,Premium
66e0557ecc2b4dbea057e93f215f68d8,sao paulo,SP,31,12984.0,3.94,31.3,3.23,70.97,0,D,At Risk
7040e82f899a04d1b434b795a43b4617,sao paulo,SP,212,12962.0,3.53,9.8,1.75,89.04,3,A,Premium
b499c00f28f4b7069ff6550af8c1348a,limeira,SP,152,12956.0,4.14,10.6,0.0,86.17,3,A,Premium
c9c7905cffc4ef9ff9f113554423e671,itapecerica da serra,SP,127,12866.0,4.16,10.6,0.0,88.57,3,A,Premium
b4f8921fcc4ff77b66bea6dda43dcd51,caxias do sul,RS,18,12864.0,4.6,7.1,0.0,95.0,2,B,Stable
ccb83a794700270fde70898fe9ff368b,sombrio,SC,12,12788.0,4.33,16.1,0.0,83.33,2,B,Stable
fbc14c0cf93505ef89f64665ffa4a7b5,serrana,SP,18,12761.0,4.18,11.6,0.0,94.44,2,B,Stable
f3b80352b986ab4d1057a4b724be19d0,brasilia,DF,87,12707.0,4.13,10.1,0.0,98.91,2,B,Stable
7ea5bfa6c340f58f8e71fc1f0412b0d6,belo horizonte,MG,98,12658.0,4.08,12.3,0.0,91.35,2,B,Stable
d71d863e5ef30d94e440c11be17dcd8f,osasco,SP,29,12657.0,3.24,19.3,0.0,75.0,2,B,Stable
72c5da29406b4234927b81855e7b64f6,guarulhos,SP,31,12652.0,4.13,10.3,0.0,96.77,2,B,Stable
1c129092bf23f28a5930387c980c0dfc,sao paulo,SP,201,12600.0,4.17,11.1,0.0,94.55,3,A,Premium
6973a06f484aacf400ece213dbf3d946,sao jose dos campos,SP,95,12556.0,3.53,14.8,3.42,77.78,0,D,At Risk
4e7c18b98d84e05cbae3ff0ff03846c2,jaboticabal,SP,82,12555.0,4.14,11.6,0.0,94.51,3,A,Premium
7901646fdd36a55f564ffaf2dbccaaf7,rio de janeiro,RJ,22,12480.0,4.44,9.4,0.0,85.19,2,B,Stable
5343d0649eca2a983820bfe93fc4d17e,santo andre,SP,71,12393.0,3.61,10.8,0.9,90.09,3,A,Premium
c864036feaab8c1659f65ea4faebe1da,campo largo,PR,58,12309.0,4.57,11.8,0.0,96.55,3,A,Premium
17ca9b9e9b9ef8fdb529001b49ebb50f,betim,MG,116,12209.0,4.02,7.7,0.0,96.92,3,A,Premium
33a6f4b1e7cdc205511e76ba1b6e0186,guarulhos,SP,105,12194.0,4.36,8.1,0.0,98.41,3,A,Premium
bd23da7354813347129d751591d1a6e2,sao paulo,SP,89,12126.0,4.03,9.4,1.1,92.31,2,B,Stable
f80edd2c5aaa505cc4b0a3b219abf4b8,sao paulo,SP,119,12120.0,4.08,11.7,0.78,91.41,3,A,Premium
dd7ddc04e1b6c2c614352b383efe2d36,sao paulo,SP,122,12085.0,3.76,14.4,0.0,84.62,3,A,Premium
c4d51195486dc781531876a7d00453d8,presidente prudente,SP,17,12038.0,3.94,23.1,0.0,70.59,2,B,Stable
bba3293d6f5d5af2f415e004e8b93ae3,sao paulo,SP,17,12028.0,4.29,11.7,0.0,94.12,2,B,Stable
8b28d096634035667e8263d57ba3368c,sao jose dos campos,SP,143,11982.0,3.86,13.9,0.65,84.52,3,A,Premium
9d5a9018aee56acb367ba9c3f05d1d6a,aparecida de goiania,GO,67,11966.0,4.41,13.9,0.0,97.47,3,A,Premium
31344c16881c08a8a72c6d2eb29918c1,uba,MG,43,11917.0,4.35,15.2,0.0,93.02,2,B,Stable
fffd5413c0700ac820c7069d66d98c89,amparo,SP,60,11904.0,3.87,13.3,1.64,81.97,3,A,Premium
32b8764b4ef628b53608fc34011fcc13,lages,SC,36,11852.0,4.24,10.9,0.0,92.11,2,B,Stable
36a968b544695394e4e9d7572688598f,santos,SP,154,11786.0,3.64,10.3,0.61,92.02,3,A,Premium
01cf7e3d21494c41fb86034f2e714fa1,francisco beltrao,PR,61,11746.0,4.21,11.1,0.0,92.54,3,A,Premium
aaed1309374718fdd995ee4c58c9dfcd,timbo,SC,105,11720.0,4.05,11.7,0.0,96.43,3,A,Premium
3db66a856d18a9cba7c9241fc5221c50,ponte nova,MG,94,11699.0,4.17,15.2,0.0,88.89,3,A,Premium
aafe36600ce604f205b86b5084d3d767,sao jose,SC,129,11675.0,4.38,12.0,0.0,95.42,3,A,Premium
9b013e03b2ab786505a1d3b5c0756754,vicente de carvalho,SP,174,11567.0,4.0,7.6,0.0,92.44,3,A,Premium
92eb0f42c21942b6552362b9b114707d,sao paulo,SP,341,11532.0,3.93,12.9,0.0,90.68,3,A,Premium
0df3984f9dfb3d49ac6366acbd3bbb85,betim,MG,87,11530.0,4.3,9.1,1.12,97.75,3,A,Premium
9d4db00d65d7760644ac0c14edb5fd86,sorocaba,SP,98,11522.0,4.52,7.7,0.0,95.0,3,A,Premium
5656537e588803a555b8eb41f07a944b,brasilia,DF,174,11505.0,3.8,11.0,0.0,91.01,3,A,Premium
6c7d50c24b3ccd2fd83b44d8bb34e073,presidente prudente,SP,114,11489.0,4.39,11.6,0.78,96.88,3,A,Premium
259f7b5e6e482c230e5bfaa670b6bb8f,poa,SP,138,11342.0,4.21,8.1,0.0,96.39,3,A,Premium
cbd996ad3c1b7dc71fd0e5f5df9087e2,sao jose do rio preto,SP,165,11307.0,4.08,12.3,0.0,88.27,3,A,Premium
81a1104df0f08b59c68aa5b03cfe398e,sao jose dos pinhais,PR,73,11244.0,4.27,12.4,0.0,93.15,3,A,Premium
ea566164622c6b439516ab18062c42cd,sao  paulo,SP,50,11166.0,3.75,13.8,0.0,76.92,2,B,Stable
e5a3438891c0bfdb9394643f95273d8e,limeira,SP,224,11135.0,3.81,15.0,0.39,78.99,3,A,Premium
066a6914e1ebf3ea95a216c73a986b91,foz do iguacu,PR,68,11123.0,3.97,13.6,0.0,93.24,3,A,Premium
7b07b3c7487f0ea825fc6df75abd658b,sao paulo,SP,93,11082.0,4.34,9.0,1.02,93.88,3,A,Premium
0db783cfcd3b73998abc6e10e59a102f,santos,SP,132,11074.0,4.21,11.2,0.0,96.35,3,A,Premium
1c5e4e49b9079480255b49d50aac1aa9,santos,SP,12,11063.0,4.33,8.3,0.0,100.0,2,B,Stable
624f4ece8da4aafb77699233d480f8ef,sao paulo,SP,53,10931.0,4.19,13.0,0.0,90.91,2,B,Stable
7008613ea464bad5cb9b83456e1e6a8f,canoinhas,SC,127,10908.0,4.28,13.6,0.0,93.59,3,A,Premium
18a349e75d307f4b4cc646a691ed4216,sao paulo,SP,121,10904.0,3.39,10.7,1.35,81.76,3,A,Premium
b92e3c8f9738272ff7c59e111e108d7c,uba,MG,62,10795.0,4.07,15.9,0.0,97.18,3,A,Premium
73a63f72308aa20a46f4b1632018f196,curitiba,PR,29,10790.0,4.05,10.9,12.2,85.37,0,D,At Risk
054694fa03fe82cec4b7551487331d74,itajobi,SP,21,10703.0,3.36,29.7,0.0,68.18,0,D,At Risk
5882820ef11c4c068eea0677a7a879b4,caxias do sul,RS,14,10665.0,4.15,14.4,0.0,92.86,2,B,Stable
cb8bcce248bb1fb274ba762d8b971456,santa rita do sapucai,MG,68,10640.0,4.26,12.1,0.0,95.65,2,B,Stable
9596c870880d900012f2e8e6e30d06d7,varginha,MG,22,10614.0,4.04,13.1,0.0,91.67,2,B,Stable
17306570e772e7718c92a562d33f5f1d,bariri,SP,29,10603.0,3.63,13.5,0.0,87.5,2,B,Stable
a49928bcdf77c55c6d6e05e09a9b4ca5,sao paulo,SP,98,10599.0,2.95,16.5,0.0,73.58,0,D,At Risk
048c2757535328e0d7dac690ad3c0aae,franca,SP,51,10567.0,4.18,18.0,0.0,84.31,2,B,Stable
7b1222c3624aa89b9558b50a2594188c,sao jose do rio preto,SP,22,10563.0,4.45,17.3,0.0,86.36,2,B,Stable
f27e33c6d29b5138fa9967bcd445b6d5,sao paulo,SP,93,10490.0,4.09,12.1,0.0,89.8,3,A,Premium
5b8154610ebb21fb90eb587365e673df,sao jose dos campos,SP,38,10468.0,4.2,12.8,2.44,82.93,2,B,Stable
8e8a7ce9f2f970dc00e2acf6f6e199f6,sao goncalo,RJ,65,10442.0,4.0,12.1,0.0,86.57,2,B,Stable
0bae85eb84b9fb3bd773911e89288d54,itajai,SP,137,10404.0,4.21,9.8,0.0,98.63,3,A,Premium
b2ac621f0d0322434d04a12b078b9369,curitiba,PR,30,10356.0,4.4,14.2,0.0,90.0,2,B,Stable
e96498ed8daaa3e9c23f7a62da76591c,sao paulo,SP,34,10331.0,3.94,14.7,0.0,85.29,2,B,Stable
febab0275244b9a49a623f0bd613ca2f,pedreira,SP,109,10312.0,4.26,7.7,0.0,93.8,3,A,Premium
d98eec89afa3380e14463da2aabaea72,porto alegre,RS,168,10292.0,4.29,8.1,0.0,97.83,3,A,Premium
b1a81260566c1bac3114a6d124413f27,carazinho,RS,51,10248.0,4.22,8.1,0.0,98.15,3,A,Premium
972d0f9cf61b499a4812cf0bfa3ad3c4,brusque,SC,83,10230.0,2.96,17.8,0.0,86.36,2,B,Stable
7d456afc660226829370f3173d14520c,mogi das cruzes,SP,56,10228.0,4.29,8.6,0.0,92.47,3,A,Premium
b1fc4f64df5a0e8b6913ab38803c57a9,sao goncalo,RJ,107,10145.0,3.78,15.3,0.0,88.43,2,B,Stable
6d803cb79cc31c41c4c789a75933b3c7,sao joaquim da barra,SP,58,10135.0,4.28,12.2,0.0,94.12,2,B,Stable
5f2684dab12e59f83bef73ae57724e45,sao paulo,SP,68,10123.0,3.77,9.8,1.35,93.24,3,A,Premium
3c487ae8f8d7542beff5788e2e0aea83,gama,DF,30,10108.0,3.91,13.1,0.0,96.97,2,B,Stable
640e21a7d01df7614a3b4923e990d40c,ibitinga,SP,116,10056.0,4.26,10.0,0.0,92.7,3,A,Premium
e7df4cd29ab5abab70fb0783ddb53987,sao paulo,SP,23,10024.0,4.29,9.8,0.0,83.33,2,B,Stable
7a241947449cc45dbfda4f9d0798d9d0,jacutinga,MG,62,10014.0,3.58,12.2,1.39,86.11,2,B,Stable
270297ead4c65a6cd2593960d2af6b21,sao paulo,SP,18,9969.0,3.74,14.0,5.0,95.0,2,B,Stable
2dee2ce60de9709b1a24083217181a1f,sinop,MT,54,9850.0,4.36,14.0,0.0,96.36,2,B,Stable
3078096983cf766a32a06257648502d1,scao jose do rio pardo,SP,59,9713.0,4.2,11.6,3.13,90.63,3,A,Premium
ebd2d60905fb58271facef5596b620d3,lencois paulista,SP,84,9681.0,4.13,12.4,0.0,93.18,3,A,Premium
4371b634e0efc0e22b09b52907d9d469,sao paulo,SP,102,9677.0,4.41,10.3,0.89,91.96,3,A,Premium
d03698c2efd04a549382afa6623e27fb,ilheus,BA,18,9648.0,4.52,15.1,0.0,95.24,2,B,Stable
6c12e40690c335dbc2f68a4134d30dc1,castro,PR,16,9624.0,4.06,13.7,0.0,100.0,2,B,Stable
06df0c10d34e459d9672bc77388742eb,maringa,PR,26,9593.0,4.37,9.2,0.0,90.0,2,B,Stable
aac29b1b99776be73c3049939652091d,uberlandia,MG,98,9577.0,3.94,13.9,0.0,86.43,3,A,Premium
db2956745b3a8e9f3785c99f34b5d25e,sao sebastiao,SP,47,9574.0,3.73,14.0,0.0,85.42,2,B,Stable
2089a6d640999f9b9141ac719b2af596,sao carlos,SP,44,9527.0,3.73,19.0,2.27,79.55,0,D,At Risk
8a432f4e5b471f8da497d7dc517666e2,presidente prudente,SP,95,9522.0,4.2,7.5,0.0,93.4,3,A,Premium
37515688008a7a40ac93e3b2e4ab203f,dracena,SP,228,9497.0,4.08,14.6,0.0,89.58,3,A,Premium
33a17d60c64393351ebf1ef860f4e0f2,porto alegre,RS,43,9434.0,4.62,10.1,0.0,97.87,2,B,Stable
5b925e1d006e9476d738aa200751b73b,sao paulo,SP,63,9427.0,4.61,10.6,0.0,93.94,2,B,Stable
750303a20e9c56b2a6bc45cdce0b897d,goiania,GO,54,9398.0,4.28,13.2,0.0,94.74,3,A,Premium
b4ffb71f0cb1b1c3d63fad021ecf93e1,sao paulo,SP,144,9394.0,4.02,9.5,0.0,97.09,3,A,Premium
fdb9095204a334cd8872252ffec6f2db,sao paulo,SP,46,9394.0,4.13,8.4,0.0,95.16,2,B,Stable
6c177e38df6d3f34182b1f1d427231bf,curitiba,PR,55,9372.0,4.04,13.9,0.0,92.86,2,B,Stable
af4a0e4cfe1d9c26b6712b1be25a72e5,mateus leme,MG,21,9353.0,3.5,12.4,0.0,92.31,2,B,Stable
fcb5ace8bcc92f75707dc0f01a27d269,guarulhos,SP,62,9313.0,3.81,9.8,1.35,93.24,3,A,Premium
609e1a9a6c2539919b8205cf7c4e6ff0,brusque,SC,87,9290.0,3.6,9.9,0.0,97.69,3,A,Premium
ad781527c93d00d89a11eecd9dcad7c1,sao jose do rio preto,SP,44,9282.0,3.07,25.0,2.27,59.09,0,D,At Risk
a2e874074c877c5a05abae80ad6e488f,sao jose do rio preto,SP,44,9276.0,3.91,18.7,2.17,86.96,2,B,Stable
b18dc380845b24038cfc48006478f099,diadema,SP,44,9245.0,3.92,13.5,0.0,75.93,2,B,Stable
8e6cc767478edae941d9bd9eb778d77a,araguari,MG,106,9210.0,3.9,16.1,1.72,87.93,3,A,Premium
93dc87703c046b603023e75222018b45,belo horizonte,MG,35,9205.0,4.0,19.2,0.0,86.11,2,B,Stable
8648b1e89e9b349e32d3741b30ec737e,jacarei,SP,95,9200.0,4.04,9.0,0.0,87.62,3,A,Premium
4bfc7a4a1cf8d4d2121c27422d9e50b5,sao paulo,SP,26,9189.0,4.23,7.5,0.0,97.5,2,B,Stable
7722b1df1b0e383e000397b2c11e3e19,sao bernardo do campo,SP,134,9177.0,4.22,8.1,0.0,96.55,3,A,Premium
725c32fa80c2faacc4fc88450d27314e,sao paulo,SP,89,9173.0,4.54,9.1,0.0,98.92,3,A,Premium
403aa86912527d730337ffcb0fb096ab,belo horizonte,MG,11,9165.0,4.0,10.6,0.0,100.0,2,B,Stable
bd0389da23d89b726abf911cccc54596,brasilia,DF,87,9132.0,4.2,13.0,0.0,92.22,3,A,Premium
903037660cf848a717166eb7a06d616e,sao paulo,SP,45,9086.0,3.77,11.1,0.0,83.33,3,A,Premium
08633c14ef2db992c11f840f04fad4cd,ribeirao pires,SP,74,9081.0,4.24,9.7,0.0,93.81,3,A,Premium
52d76513f0c4d97f3b99570e2c94ee31,novo hamburgo,RS,19,9046.0,3.88,11.4,0.0,96.43,2,B,Stable
0432ead42b6c8a0bdf68154add917fdf,maua,SP,85,9002.0,4.48,8.3,2.22,93.33,3,A,Premium
784ba75dd9d20200c4caed3d7a77141a,sao paulo,SP,21,8966.0,3.64,12.7,4.0,84.0,0,D,At Risk
26d8a1c7c75d513045798992ead43aa2,apucarana,PR,36,8945.0,4.24,12.0,0.0,86.84,2,B,Stable
6fd52c528dcb38be2eea044946b811f8,sao paulo,SP,67,8900.0,3.5,20.6,0.0,89.29,3,A,Premium
989becdce12ebc39863c2bceab6f3ca1,curitiba,PR,18,8891.0,4.56,13.2,0.0,72.22,2,B,Stable
8a32e327fe2c1b3511609d81aaf9f042,sao paulo,SP,132,8862.0,3.78,8.6,3.85,88.46,3,A,Premium
257e61d3251fb5efb9daadddbc2cf7ca,apucarana,PR,12,8808.0,4.75,7.7,0.0,100.0,2,B,Stable
5d0363b33554b373851fc1622e4d5f3c,atibaia,SP,94,8802.0,4.05,12.3,0.0,90.53,3,A,Premium
4e17c65a516f69d023a2ae78b84f28d6,suzano,SP,61,8799.0,4.08,14.4,0.0,89.19,3,A,Premium
dbb9b48c841a0e39e21f98e1a6b2ec3e,sao paulo,SP,108,8781.0,4.2,9.5,0.0,95.76,3,A,Premium
ececbfcff9804a2d6b40f589df8eef2b,franca,SP,98,8756.0,4.12,12.7,0.0,89.52,3,A,Premium
b410bdd36d5db7a65dcd42b7ead933b8,goiania,GO,44,8739.0,4.66,8.8,0.0,93.18,2,B,Stable
062ce95fa2ad4dfaedfc79260130565f,lajeado,RS,55,8731.0,3.97,12.7,0.0,95.0,2,B,Stable
1127b7f2594683f2510f1c2c834a486b,campinas,SP,114,8714.0,4.1,9.7,3.01,90.98,3,A,Premium
e333046ce6517bd8bb510291d44f0130,ipaussu,SP,68,8702.0,4.39,9.6,0.0,94.59,3,A,Premium
1da366cade6d8276e7d8beea7af5d4bf,uba,MG,43,8683.0,3.94,17.0,0.0,85.71,2,B,Stable
058fd0aa2bfdb2274e05e1ae971dabb6,santo andre,SP,61,8658.0,4.38,9.7,0.0,90.77,2,B,Stable
bbf9ad41dca6603e614efcdad7aab8c4,fortaleza,CE,14,8624.0,4.5,13.4,0.0,100.0,2,B,Stable
2c9e548be18521d1c43cde1c582c6de8,mogi das cruzes,SP,126,8604.0,3.92,13.3,0.0,81.61,3,A,Premium
3bb548e3cb7f70f28e3f11ee9dce0e59,maringa,PR,46,8593.0,3.98,10.2,0.0,100.0,2,B,Stable
a420f60ff1aa9acc80d0e42959f2b313,sao paulo,SP,67,8545.0,3.93,10.9,0.0,91.3,3,A,Premium
cc63f0dd2acba93ffed4fe9f8e0321fa,sao jose do rio preto,SP,55,8497.0,4.05,8.6,0.0,100.0,3,A,Premium
67883baaae6134ee81b271a542613728,sao paulo,SP,19,8497.0,4.11,5.4,0.0,84.21,2,B,Stable
42bde9fef835393bb8a8849cb6b7f245,brasilia,DF,35,8490.0,4.2,9.4,2.5,95.0,2,B,Stable
86bb7c4b535e49a541baf3266b1c95b1,franca,SP,16,8487.0,3.2,19.8,0.0,81.25,2,B,Stable
d51e0a403fe2e689ece6c73359d96e12,pompeia,SP,19,8463.0,4.23,12.5,0.0,88.46,2,B,Stable
4aba391bc3b88717ce08eb11e44937b2,arraial d'ajuda (porto seguro),BA,29,8432.0,3.9,16.5,3.33,80.0,0,D,At Risk
282f23a9769b2690c5dda22e316f9941,belo horizonte,MG,99,8393.0,4.3,10.7,0.0,94.55,3,A,Premium
aced59e9b31ef866a94f9e7f29d8d418,sao paulo,SP,61,8373.0,4.43,9.2,0.0,92.75,3,A,Premium
6a51fc556dab5f766ced6fbc860bc613,marilia,SP,26,8371.0,3.94,14.7,3.03,87.88,2,B,Stable
381c83fdca332ea6afd896da20bf6e4a,curitiba,PR,46,8354.0,4.39,12.3,0.0,95.65,3,A,Premium
e2aee0892199b1d92530e371abd825bf,rolandia,PR,38,8320.0,3.8,14.6,2.44,82.93,2,B,Stable
6a8b085f816a1f75f92dbac6eb545f8f,bebedouro,SP,127,8301.0,4.12,14.0,0.0,89.71,3,A,Premium
c26a2be5b53b7db6b276280da212a779,nova friburgo,RJ,13,8288.0,2.72,12.9,0.0,100.0,2,B,Stable
54065e9aef7e9e9c2dc23b7594db021a,rio de janeiro,RJ,14,8285.0,3.86,11.8,7.14,85.71,0,D,At Risk
34056b8b55c1775a22af2331670a799c,penapolis,SP,78,8248.0,4.0,12.5,0.0,87.18,3,A,Premium
dbdd0ec73a4817971d962698f2fea022,fortaleza,CE,16,8173.0,4.38,12.2,0.0,93.75,2,B,Stable
e0a366315b1b726b6c7832d664c0f530,sao paulo,SP,43,8152.0,4.33,6.9,0.0,96.08,1,C,Reliable
b14db04aa7881970e83ffa9426897925,sorocaba,SP,83,8133.0,3.76,15.1,0.0,83.78,3,A,Premium
cee48807215b30a12ca2ca10ffb5f250,guaruja,SP,39,8130.0,3.7,23.0,0.0,85.0,2,B,Stable
7bac63f6603d382cc8d0832eb6c100a8,sao paulo,SP,19,8115.0,4.0,15.3,0.0,84.21,2,B,Stable
8476243f92442881ddd5b578975cf115,campo bom,RS,12,8113.0,4.08,16.8,0.0,91.67,2,B,Stable
516e7738bd8f735ac19a010ee5450d8d,rio de janeiro,RJ,76,8108.0,4.55,8.3,0.0,92.86,3,A,Premium
670c26e0f1bf8d0576271d5cfaec6d2b,maringa,PR,78,8058.0,4.31,13.3,0.0,94.25,3,A,Premium
b347677812ea483b0f528eaf8cbc09b7,curitiba,PR,21,8051.0,4.52,12.9,0.0,100.0,2,B,Stable
688756f717c462a206ad854c5027a64a,guarulhos,SP,83,8040.0,3.77,10.4,0.0,89.22,3,A,Premium
d13e50eaa47b4cbe9eb81465865d8cfc,santo andre,SP,67,8018.0,4.81,4.6,0.0,78.26,1,C,Reliable
11305281b50fff20ae8bb473f8e11876,uba,MG,35,7975.0,4.35,13.6,0.0,87.5,2,B,Stable
dee656f0f566ed1aa85bd137c943f08f,cruzeiro,SP,93,7975.0,4.38,12.0,0.0,93.68,3,A,Premium
f84a00e60c73a49e7e851c9bdca3a5bb,rio de janeiro,RJ,90,7954.0,3.67,10.8,0.0,87.88,3,A,Premium
080102cd0a76b09e0dcf55fcacc60e05,belo horizonte,MG,124,7916.0,4.49,9.3,0.0,94.62,3,A,Premium
58f1a6197ed863543e0136bdedb3fce2,conselheiro lafaiete,MG,44,7900.0,4.16,9.9,0.0,93.33,2,B,Stable
fa1a9dec3a9940c072684a46728bf1fc,icara,SC,55,7882.0,3.98,14.1,0.0,100.0,3,A,Premium
f1fd5ab1181f827ffad998c1a5de7d74,curitiba,PR,15,7878.0,4.67,9.0,0.0,100.0,2,B,Stable
bacb1f0ed56ad24198f5810d2b3fe9a5,jacarei,SP,42,7841.0,4.08,9.3,7.14,88.1,0,D,At Risk
6b243f80ed07b10f0e8aa0f21a205f3c,curitiba,PR,79,7812.0,4.02,10.6,0.0,96.63,3,A,Premium
751bdc4d83a466c7206cd42e8f426b03,ribeirao pires,SP,54,7799.0,3.55,10.8,2.74,94.52,3,A,Premium
d624126b9206f595fb3fbb6ba03b28a8,curitiba,PR,23,7773.0,4.33,9.5,0.0,96.43,2,B,Stable
8c16d1f32a54d92897cc437244442e1b,blumenau,SC,108,7766.0,4.33,10.5,0.0,98.31,3,A,Premium
512d298ac2a96d1931b6bd30aa21f61d,rio de janeiro,RJ,11,7724.0,4.25,9.6,0.0,100.0,2,B,Stable
dd55f1bb788714a40e7954c3be6df745,sao paulo,SP,35,7702.0,3.81,18.3,0.0,83.78,2,B,Stable
